FundingSource,ID,Crop_ICP_Run,Latitude,Longitude,Altitude,LocationPrecision,SamplingStart,SamplingEnd,Crop,GrainSource,Site,Ag_grain,Al_grain,As_grain,B_grain,Ba_grain,Be_grain,Ca_grain,Cd_grain,Co_grain,Cr_grain,Cs_grain,Cu_grain,Fe_grain,K_grain,Li_grain,Mg_grain,Mn_grain,Mo_grain,Ni_grain,P_grain,Pb_grain,Rb_grain,S_grain,Se_grain,Sr_grain,Tl_grain,U_grain,V_grain,Zn_grain,Al_Oxa,Al_Sol_Ca,Al_Tot_Aqu,As _Tot_Aqu,Ba_Sol_Ca,C_inorg,C_org,C_tot,Ca_CEC,Ca_Tot_Aqu,Cd _Tot_Aqu,Cd_DTPA,Cd_Sol_Ca,Co_CaCl,Co_DTPA,Co_Sol_Ca,Co_Tot_Aqu,Cr_Tot_Aqu,Cu_CaCl,Cu_DTPA,Cu_Sol_Ca,Cu_Tot_Aqu,eCEC,Fe_CaCl,Fe_DTPA,Fe_Oxa,Fe_Sol_Ca,Fe_Tot_Aqu,K_CaCl,K_CEC,K_Sol_Ca,K_Tot_Aqu,Mg_CaCl,Mg_CEC,Mg_Sol_Ca,Mg_Tot_Aqu,Mn_CaCl,Mn_DTPA,Mn_Oxa,Mn_Sol_Ca,Mn_Tot_Aqu,Mo_CaCl,Mo_Sol_Ca,Mo_Tot_Aqu,N_tot,Na_CaCl,Na_CEC,Na_Sol_Ca,Na_Tot_Aqu,Ni _Tot_Aqu,Ni_CaCl,Ni_DTPA,Ni_Sol_Ca,NOPC,P_CaCl,P_Olsen,P_Oxa,P_Sol_Ca,P_Tot_Aqu,Pb_DTPA,Pb_Sol_Ca,Pb_Tot_Aqu,PBI,pH_CaNO,pH_w,S_Ads_Seq,S_CaCl,S_Org_Seq,S_Sol_Seq,S_Tot_Aqu,Se_Ads_Seq,Se_CaCl,Se_Org_Seq,Se_Sol_Seq,Se_Tot_Aqu,Ti _Tot_Aqu,U_Sol_Ca,Zn_CaCl,Zn_DTPA,Zn_E,Zn_FIA,Zn_LogKd,Zn_Sol_Ca,Zn_Tot_Aqu
GCRF,ETH0309,2,10.0288133127253,39.7470672267892,2968.17023,4,25/11/2017,25/11/2017,Wheat,Standing crop,Close pair,0.03294,116.87250,0.01432,-0.58267,18.75142,-0.00903,945.33729,0.01033,0.07870,1.69737,0.03617,5.02247,160.41320,7834.49828,0.03960,1387.31516,70.42627,0.09366,1.25494,3810.88831,0.11131,33.07523,1247.31003,0.03092,5.03707,0.00085,0.00303,0.32756,34.55414,4882.46974,0.79354,51936.55868,3.72332,10.13773,0.00000,3.14300,3.14300,12.58802,3601.83849,0.61628,NM,0.00649,0.05734,NM,0.01000,24.32000,48.32000,0.00879,NM,0.01000,23.77000,18.38000,0.11840,NM,12597.43000,0.02000,77487.69000,19.35059,0.10000,19.59000,1849.04000,228.07324,2.86000,171.85000,4369.75000,33.82055,NM,1278.27000,16.07000,1597.53000,0.00012,0.00018,0.69700,0.32020,18.05247,0.08861,15.14570,147.82934,34.43290,0.12912,NM,0.07929,21.76500,0.45044,9.14000,287.29334,0.06653,432.42059,NM,0.00038,28.59318,365.05663,4.89000,5.63000,10.64558,6.06433,205.66255,7.25446,298.59739,8.41196,0.00194,791.47900,2.98431,0.83059,2197.65481,0.00010,0.25619,1.55524,4.44189,0.00000,2.28338,0.18085,114.24763
GCRF,ETH0310,1,9.9984668005141,39.8574506415504,1393.03523,8,26/11/2017,26/11/2017,Sorghum,Field stack,Main,-0.00247,46.05448,0.00378,-0.46730,0.56969,-0.00164,193.44187,0.00547,0.02681,0.10193,0.00126,1.49351,65.36659,4794.30950,-0.00217,1467.25244,11.98026,7.88225,0.22383,3090.75672,0.00575,4.02578,701.90769,0.29727,0.84386,-0.00035,-0.00048,0.13489,16.42934,2570.13462,0.02208,45652.60535,0.28557,4.09775,0.00735,1.46065,1.46800,24.82577,9743.23399,0.44760,NM,0.00024,0.00639,NM,0.00000,28.27000,28.35000,0.01285,NM,0.01000,34.70000,35.56000,0.05705,NM,2775.59000,0.01000,63191.76000,213.48784,1.54000,246.48000,6120.04000,345.95235,6.28000,257.91000,9095.97000,1.58514,NM,765.49000,0.02000,1334.49000,0.00149,0.00070,0.06429,0.13370,12.68299,0.06232,9.14287,728.28826,28.70253,0.01219,NM,0.00779,19.23000,0.71337,18.90000,547.48461,0.35405,614.63478,NM,0.00017,8.96187,120.30074,6.56000,7.61500,-2.55766,3.40358,85.70423,4.17816,125.74591,11.57351,0.00327,316.30755,3.85970,0.39355,3324.40723,0.00004,0.01154,0.40760,14.61231,0.00000,3.89042,0.01410,104.42531
GCRF,ETH0311,1,10.2647389606694,39.9370517048460,1439.20004,6,26/11/2017,26/11/2017,Maize,Field stack,Main,-0.00427,5.70392,0.00081,1.07348,0.06336,-0.01034,56.82221,0.00548,0.00519,0.20249,-0.00010,1.83141,20.01052,3907.21747,-0.00681,1306.59548,5.73001,7.31490,0.06042,3522.52828,0.00251,1.13983,1129.87179,0.83323,0.27002,-0.00044,-0.00084,0.01096,17.29373,2086.70920,0.02554,45962.04304,4.13608,2.83668,0.02130,1.09770,1.11900,28.05888,12362.75939,0.33452,NM,0.00013,0.02357,NM,0.00000,36.78000,56.01000,0.03622,NM,0.02000,53.50000,38.38000,1.68042,NM,4000.44000,0.02000,75331.57000,173.07179,1.26000,181.47000,3774.11000,382.54055,7.39000,282.28000,12606.85000,0.82781,NM,933.92000,0.03000,1498.11000,0.01083,0.00557,-0.06744,0.10170,13.68455,0.06232,9.39117,1063.76267,55.37180,0.01270,NM,0.01481,19.01500,0.94865,20.33000,850.38969,0.66006,706.08184,NM,0.00016,7.26517,116.39395,6.97000,7.92000,-2.94473,3.72130,41.29318,5.58549,87.98645,11.75136,0.00469,265.46346,5.34378,0.36347,3459.50139,0.00074,0.01750,0.42973,14.79277,0.00000,3.92644,0.01270,106.37355
GCRF,ETH0312,1,10.3465939698700,39.9418145214037,1469.44356,4,26/11/2017,26/11/2017,Teff,Field stack,Main,-0.00333,64.14714,0.00632,0.76053,9.97943,-0.01129,1358.12636,0.00521,0.07746,0.56709,0.00269,6.04084,97.50046,5378.01872,0.00885,1741.70931,29.53535,7.90140,1.35755,3890.38007,0.25236,4.35403,1805.17689,0.23320,7.54522,-0.00005,0.00055,0.18111,32.59631,2213.89805,0.01500,48955.57320,2.91798,1.99988,0.01620,1.98680,2.00300,34.19056,11064.67551,0.44209,NM,0.00012,0.01666,NM,0.00000,29.49000,72.00000,0.01678,NM,0.01000,40.77000,42.84000,0.12128,NM,3435.61000,0.01000,59322.38000,92.02385,0.61000,84.36000,4453.73000,310.68755,6.41000,217.29000,9213.47000,0.45033,NM,1768.23000,0.01000,2085.01000,0.00546,0.00339,-0.05316,0.14010,38.74787,0.17438,30.24093,217.67871,59.89781,0.01807,NM,0.01223,21.68000,0.59547,9.58000,318.67332,0.18076,339.71309,NM,0.00015,10.88929,127.41854,6.94000,7.88000,-3.99892,3.08148,44.57080,4.54960,113.40937,14.19353,0.00438,348.48489,5.15325,0.45879,1816.57840,0.00013,0.02143,0.64379,18.71348,0.00000,4.09555,0.01063,107.89564
GCRF,ETH0313,1,10.3492803349987,39.9268514670064,1492.80980,4,26/11/2017,26/11/2017,Teff,Field stack,Main,-0.00316,22.24431,0.00300,2.85881,5.50936,0.00301,1619.44796,0.00530,0.10529,1.00455,0.00032,4.96807,44.06042,4767.08305,0.01836,1549.45243,50.38086,8.91691,2.91743,3881.12503,0.00966,1.94018,1538.73169,1.02610,7.29691,-0.00016,-0.00049,0.05085,28.80156,2390.21251,0.04661,43424.31672,2.30049,1.41304,0.00720,1.09280,1.10000,23.24415,8626.88123,0.45073,NM,0.00018,0.02818,NM,0.00000,25.41000,62.49000,0.01898,NM,0.01000,30.19000,32.09000,0.28304,NM,3980.62000,0.01000,56713.22000,138.60530,0.97000,132.98000,3474.63000,391.28464,7.20000,291.85000,8373.60000,1.81457,NM,895.51000,0.01000,1334.04000,0.00986,0.00244,-0.01364,0.09290,39.34539,0.19082,34.25046,555.80357,43.58349,0.01962,NM,0.01211,18.05000,1.46129,29.20000,569.59821,0.81761,591.81200,NM,0.00014,8.90800,114.93776,6.77000,7.83000,-2.62790,5.06138,39.55093,4.61144,79.65908,14.13213,0.00840,347.87327,5.39264,0.48316,2526.14187,0.00005,0.03294,0.63529,11.53091,0.00000,3.86683,0.01132,106.07994
GCRF,ETH0314,1,10.4784259124804,39.9193600086070,1481.91551,4,01/01/2014,27/11/2017,Teff,Field stack,Close pair,-0.00428,233.11837,0.02563,-0.34454,13.40456,0.02184,1614.60572,0.00597,0.13208,2.25948,0.00942,5.41760,272.20394,4816.84740,0.05803,1648.92812,59.83394,9.23946,1.15663,4229.82101,0.10386,2.28020,1678.19401,1.12091,5.84689,0.00131,0.00474,0.50834,32.48864,1493.67211,0.02716,27090.76707,3.40212,3.26632,0.00940,1.61260,1.62200,14.88605,5181.03809,0.49790,NM,0.00029,0.02060,NM,0.00000,17.07000,34.49000,0.01037,NM,0.01000,20.85000,21.33000,0.19167,NM,2769.92000,0.01000,37133.95000,187.35176,0.91000,207.90000,3207.08000,222.80608,2.80000,166.45000,3877.26000,4.44317,NM,1456.64000,0.01000,1856.69000,0.00526,0.00152,0.23725,0.12210,10.74146,0.04280,6.78792,214.42458,31.35782,0.03315,NM,0.01301,18.51500,1.12465,27.78000,375.55510,0.65766,462.18381,NM,0.00016,13.17678,94.56188,6.50000,7.54000,-1.71673,5.36562,44.41378,7.87012,98.01648,19.37190,0.00635,539.17738,7.84715,0.64650,1929.74731,0.00002,0.03038,1.52912,12.56978,0.00000,3.76689,0.01596,114.78859
GCRF,ETH0315,1,10.4779694790946,39.9157372315301,1471.08583,6,27/11/2017,27/11/2017,Teff,Field stack,Close pair,-0.00191,16.29306,0.00394,-0.03782,10.87558,-0.00490,1566.55463,0.00722,0.05742,0.45445,0.00064,4.33107,51.33920,4357.11428,0.00868,1490.57406,37.70988,6.21342,1.03522,3522.04975,0.04799,3.80975,1645.50100,0.46780,7.12999,-0.00003,0.00012,0.06660,27.81140,1266.75415,0.02647,25050.10085,2.59484,2.74177,0.00650,1.01250,1.01900,13.64267,4451.38556,0.36102,NM,0.00031,0.01738,NM,0.00000,24.74000,45.95000,0.00855,NM,0.01000,22.41000,19.41000,0.14783,NM,2833.78000,0.02000,46997.08000,152.97093,0.86000,172.90000,2742.52000,211.36174,2.66000,154.14000,4092.26000,4.97232,NM,1024.86000,0.01000,1629.96000,0.00350,0.00131,0.17751,0.07920,9.87721,0.04299,6.58991,239.95937,35.64013,0.03814,NM,0.02013,16.39000,1.28369,31.10000,367.82180,0.84898,450.70018,NM,0.00022,11.43781,83.09487,6.46000,7.43000,-1.59507,6.00291,14.37113,7.71906,49.02960,9.50674,0.00359,241.44917,3.90535,0.41920,3248.16093,0.00001,0.03624,0.99159,8.62752,0.00000,3.66619,0.01398,147.46252
GCRF,ETH0316,1,10.7159093447899,39.7937399475180,1454.31632,4,27/11/2017,27/11/2017,Sorghum,Standing crop,Main,-0.00413,21.83255,0.00238,-1.22421,0.17710,0.00884,127.61397,0.00612,0.01303,0.23891,0.00005,2.33238,50.93109,4313.33399,-0.01872,1525.43231,9.80995,14.99971,0.21787,3298.44238,0.00382,1.76666,841.99132,0.68663,0.48991,-0.00058,-0.00134,0.06509,15.45708,3044.43606,0.02044,47077.03668,3.13972,1.22589,0.02060,0.75500,0.77560,30.01645,16243.70634,0.39636,NM,0.00014,0.02666,NM,0.00000,34.69000,65.45000,0.02299,NM,0.01000,49.26000,39.28000,0.14047,NM,4061.99000,0.01000,76510.37000,126.47071,0.99000,134.23000,2998.78000,368.28127,7.36000,283.11000,17559.38000,1.37273,NM,490.54000,0.00000,1259.31000,0.00441,0.00216,-0.06227,0.07090,20.15715,0.09277,18.77381,2101.07969,66.09287,0.00848,NM,0.01072,19.00500,0.96569,11.10000,1110.58517,0.59803,1291.51950,NM,0.00015,6.98047,90.57479,7.12000,8.06000,-3.38807,5.65579,10.14456,6.81670,65.71048,2.95004,0.00225,103.25986,2.88536,0.25535,3104.02605,0.00025,0.02144,0.24046,11.06311,0.00000,3.89603,0.01007,106.77755
GCRF,ETH0317,1,10.6913947380196,39.7879196532741,1472.87555,4,27/11/2017,27/11/2017,Teff,Field stack,Main,-0.00001,424.69259,0.01815,0.82462,10.26934,-0.00123,2117.59764,0.01028,0.38369,4.29194,0.00557,5.80005,474.52043,4621.10471,0.10072,1864.68270,66.76909,10.17321,4.07893,3978.19432,0.11010,3.41060,1745.07202,0.67029,9.50991,0.00106,0.00549,1.34921,23.79201,2547.27489,0.01445,49292.22768,-0.36221,2.11168,0.00600,1.08300,1.08900,24.97033,12904.67749,0.41115,NM,0.00015,0.02636,NM,0.00000,36.92000,93.72000,0.01540,NM,0.01000,43.82000,36.12000,2.20415,NM,3683.96000,0.01000,81379.07000,146.54949,1.03000,152.84000,4210.82000,438.90262,8.13000,336.44000,13527.27000,2.14179,NM,686.16000,0.00000,1509.83000,0.00248,0.00134,-0.03736,0.09440,20.14381,0.08084,17.77963,1327.06691,59.11948,0.03288,NM,0.01390,15.37500,1.24552,15.18000,999.19760,0.43959,1236.20480,NM,0.00019,7.27676,95.94375,6.76000,7.70000,-2.78752,4.90067,40.29955,5.63339,69.73266,14.33974,0.00339,290.72171,4.38864,0.33958,3726.70852,0.00002,0.02187,0.34167,11.93563,0.00000,3.80687,0.01405,120.04967
GCRF,ETH0318,1,9.9453444572338,39.2147071068608,2646.13791,4,29/11/2017,29/11/2017,Wheat,Standing crop,Main,-0.00217,5.43170,0.00230,-0.38288,5.06888,0.00701,366.68732,0.03935,0.01915,0.21525,0.00067,3.92730,29.96644,4273.17068,-0.00761,1262.44483,42.07766,12.42515,0.23831,3004.51038,0.00286,2.13183,1044.87843,0.06499,1.76115,-0.00043,-0.00106,0.01707,19.00137,3440.62711,0.01351,70016.92454,6.39493,6.72153,0.01530,0.68440,0.69970,34.88757,10368.31232,0.91104,NM,0.00037,0.02980,NM,0.00000,42.65000,71.56000,0.02038,NM,0.01000,59.15000,48.37000,0.19789,NM,6261.89000,0.01000,86000.85000,66.10366,0.51000,68.19000,4022.87000,446.54885,10.47000,314.55000,9067.65000,1.08878,NM,2343.65000,0.01000,2669.13000,0.00108,0.00041,-0.09965,0.06670,20.54184,0.09634,15.90217,119.96605,71.94556,0.09041,NM,0.03610,18.77000,0.68013,36.20000,414.90427,0.38131,547.75996,NM,0.00034,16.32993,209.94294,6.21000,7.11000,-4.24057,3.33056,-6.11086,5.05483,25.89855,1.83982,0.00166,98.15314,1.19877,0.32745,797.14099,0.00002,0.02194,0.50657,13.70381,0.00000,3.85579,0.01420,117.47561
GCRF,ETH0319,1,9.9467502665577,38.9059475676152,1558.17506,4,29/11/2017,29/11/2017,Sorghum,Standing crop,Main,-0.00386,38.46872,0.00376,2.91947,0.55752,-0.00610,322.83297,0.00672,0.03013,0.24673,0.00198,3.33082,65.22475,4301.21579,0.00846,1277.11838,19.35664,13.36747,0.30645,2484.33489,0.00469,4.08123,1043.27986,0.04887,1.30923,-0.00038,-0.00070,0.10078,24.64635,2501.13046,0.02467,44959.00785,4.49963,1.67537,1.18340,1.73360,2.91700,28.72312,45122.03496,0.33231,NM,0.00006,0.02657,NM,0.00000,17.41000,51.42000,0.03000,NM,0.01000,31.67000,35.07000,0.16618,NM,2549.36000,0.01000,47732.82000,145.61491,1.07000,168.08000,8875.74000,147.36726,2.54000,109.30000,9028.19000,0.21091,NM,1037.98000,0.00000,1501.82000,0.00545,0.00148,0.02548,0.13730,10.06620,0.04511,6.00979,116.70914,40.68831,0.00318,NM,0.00789,22.00000,0.51720,3.78000,209.56802,0.05623,387.65896,NM,0.00031,8.72663,207.23953,7.36000,8.35000,-2.45824,4.70390,65.19215,5.44800,164.82800,5.33574,0.00358,143.78756,3.46357,0.24293,863.38641,0.00155,0.01121,0.34364,31.49349,0.00000,4.31665,0.01058,45.19212
GCRF,ETH0320,1,10.0133683262509,38.9078997795320,2213.53185,4,29/11/2017,29/11/2017,Teff,Field stack,Main,-0.00384,32.68005,0.00532,-1.02621,10.91164,-0.01245,1307.03492,0.00640,0.05347,0.48558,0.00183,5.92576,71.38315,4532.12177,0.01485,1955.00282,102.76195,13.36955,0.43025,4102.42027,0.03666,5.83460,1494.32776,0.18206,8.97038,-0.00031,-0.00045,0.11006,21.28469,2406.18226,0.02243,58864.96786,4.22720,9.10811,0.00000,0.90500,0.90500,32.57504,11174.43283,0.74776,NM,0.00029,0.03005,NM,0.00000,41.23000,28.85000,0.01917,NM,0.01000,62.17000,46.91000,0.28415,NM,8915.66000,0.21000,86475.43000,86.71782,0.58000,109.65000,1730.98000,407.91755,11.36000,351.02000,7812.95000,1.03336,NM,2629.76000,0.02000,3122.02000,0.00631,0.00761,-0.04702,0.08230,19.33813,0.12919,22.56085,172.42281,32.66467,0.04017,NM,0.02698,19.59500,1.11062,26.96000,814.39692,0.20170,849.87405,NM,0.00016,12.51356,179.70687,5.97000,6.84500,-3.52481,3.06520,3.26165,3.33911,50.99584,1.76970,0.00650,173.96736,0.98448,0.46726,1507.13631,0.00003,0.02303,0.57401,7.87562,0.00000,3.49255,0.01932,133.34337
GCRF,ETH0321,1,10.0102668267675,38.8681288397993,2026.32781,6,29/11/2017,29/11/2017,Teff,Field stack,Main,-0.00311,16.92194,0.00110,0.47897,12.08975,-0.00164,1299.58233,0.00684,0.02691,-0.01615,0.00071,5.64049,50.80548,4701.51265,0.00895,1972.32711,61.55148,14.30912,0.21676,4409.40825,0.01540,5.19166,1559.04562,0.09909,6.98655,-0.00024,-0.00090,0.05611,25.78207,3464.74400,0.00971,65860.77726,0.87068,11.22245,0.00000,1.52000,1.52000,32.13490,11350.13508,0.52920,NM,0.00012,0.02277,NM,0.00000,37.03000,38.29000,0.01065,NM,0.01000,16.32000,48.57000,0.16485,NM,11795.86000,0.01000,88260.46000,77.60181,0.47000,75.90000,1693.02000,561.35689,13.01000,397.73000,11722.09000,1.33602,NM,1958.21000,0.01000,2336.08000,0.00105,0.00037,0.00438,0.10720,24.67010,0.11605,18.96678,124.61209,27.20374,0.01748,NM,0.01310,18.21500,0.47251,32.82000,847.67039,0.19864,1088.85373,NM,0.00015,7.92788,244.51095,6.15000,6.91000,-3.80071,4.49601,44.15359,5.06631,73.35107,3.48831,0.00206,324.81725,1.41191,0.40534,1578.26859,0.00001,0.03600,0.77086,13.20112,0.00000,3.79161,0.01626,110.77951
GCRF,ETH0322,1,10.0258604662127,38.9977350253090,2318.24708,6,29/11/2017,29/11/2017,Teff,Standing crop,Main,-0.00273,17.42432,0.00069,-1.40138,11.34970,-0.00279,1191.82046,0.00271,0.02489,0.04487,0.00044,6.29643,53.15382,4425.93527,-0.00407,1866.02633,57.27215,3.52695,0.19422,4156.64609,0.06405,4.89739,1485.21925,0.09020,6.45478,-0.00041,0.00121,0.06847,24.01026,2716.96353,0.01649,58553.79044,3.78603,2.99440,0.01600,1.19500,1.21100,33.81846,10685.09258,0.41044,NM,0.00006,0.09669,NM,0.00000,43.19000,42.04000,0.03597,NM,0.01000,77.52000,45.89000,0.57820,NM,5138.97000,0.01000,75478.58000,81.09020,0.57000,80.74000,3254.03000,416.81801,9.51000,310.06000,8124.42000,0.74063,NM,1695.27000,0.00000,2056.23000,0.00359,0.00086,-0.13401,0.08280,86.55511,0.40854,75.45207,420.56348,46.07984,0.01816,NM,0.01338,17.61500,0.69810,10.56000,176.77454,0.10398,211.55304,NM,0.00016,10.47849,146.56287,6.68000,7.50000,-4.49764,2.29969,-14.53599,3.44095,16.74659,3.48441,0.00361,127.22064,2.02626,0.34535,1285.75933,0.00017,0.02328,0.33875,13.25532,0.00000,3.93535,0.01131,99.50185
GCRF,ETH0323,1,10.1720310700101,38.9535193870238,1463.75368,4,30/11/2017,30/11/2017,Sorghum,Standing crop,Main,0.00126,7.91977,0.00198,-0.45692,6.24379,-0.01339,1125.46016,0.00268,0.03524,0.29296,0.00002,6.30163,39.40072,4914.50984,0.00671,1898.48215,39.69305,3.69298,0.41476,3871.43179,0.01879,3.69035,1523.85982,0.47576,4.96018,-0.00057,-0.00093,0.02780,21.79058,968.76955,0.01911,9678.35355,-0.15322,4.14714,0.00000,0.38180,0.38180,3.12169,767.93589,0.19393,NM,0.00044,0.17076,NM,0.00000,6.55000,12.91000,0.02358,NM,0.01000,5.89000,4.96000,0.33092,NM,1025.39000,0.01000,11427.95000,86.04190,0.37000,112.63000,1422.05000,147.69745,1.41000,114.36000,1282.72000,26.67579,NM,152.65000,0.05000,237.65000,0.00326,0.00036,-0.03108,0.03760,6.62211,0.04183,1.79303,52.55674,9.34249,0.07051,NM,0.03190,24.44000,0.60647,2.32000,29.67912,0.00700,86.38609,NM,0.00014,3.92296,22.50554,5.90000,6.98000,-1.33194,2.51518,-4.59848,5.27787,35.75916,2.73489,0.00364,72.20358,1.99700,0.11255,444.00536,0.00001,0.04822,0.23265,1.26281,0.00000,2.75612,0.01608,15.40179
GCRF,ETH0324,1,10.2504370726634,38.9408776981873,1842.81042,4,30/11/2017,30/11/2017,Teff,Field stack,Main,-0.00412,21.28109,0.00136,-1.33928,7.21920,-0.00155,1015.86647,0.00233,0.14071,0.93679,-0.00021,6.01627,57.19491,4362.27268,-0.00350,2066.23157,58.85986,3.52173,0.29419,3589.67081,0.02198,3.35996,1740.52367,0.09708,9.80718,-0.00033,0.00263,0.08089,27.37015,4105.82293,0.01666,93789.46653,0.83538,8.91558,0.00000,2.25900,2.25900,19.67282,5540.87482,0.52516,NM,0.00015,0.05118,NM,0.00000,50.80000,127.54000,0.04510,NM,0.03000,98.55000,34.35000,0.18046,NM,10187.15000,0.01000,125554.72000,443.46595,2.93000,494.70000,5269.04000,517.40329,9.66000,388.47000,6055.48000,9.32021,NM,1110.59000,0.01000,1645.00000,0.00193,0.00085,-0.11227,0.22670,11.25253,0.06124,6.64332,180.86967,88.98456,-0.00322,NM,0.00414,21.62000,0.98619,36.92000,511.22302,0.44968,737.78454,NM,0.00014,4.80460,246.65985,6.14000,7.01000,1.31423,7.45218,197.26486,9.36102,183.41959,8.11681,0.00443,501.80608,3.89472,0.25681,3629.32508,0.00002,0.02413,1.53604,18.36641,0.00000,3.91780,0.01707,112.19668
GCRF,ETH0325,1,10.2720317158807,38.9371459535816,2002.36638,4,30/11/2017,30/11/2017,Sorghum,Store,Main,-0.00210,266.97007,0.00750,-0.99035,2.38937,-0.01356,344.08496,0.00217,0.14445,1.01653,0.00202,3.37235,360.62908,4815.46104,-0.00244,1678.74387,14.04099,3.78286,0.16972,3800.67738,0.02845,1.96042,861.83013,0.07178,3.43420,-0.00042,0.00234,1.01066,18.70471,3380.30696,0.03824,50966.12588,-1.86821,8.19186,0.01220,2.12380,2.13600,25.24122,13816.14810,0.47350,NM,0.00014,0.02387,NM,0.00000,32.64000,28.05000,0.02281,NM,0.01000,11.82000,39.36000,0.21563,NM,9125.45000,0.04000,83999.72000,319.89806,2.48000,360.70000,4828.48000,516.96145,10.30000,399.01000,15148.84000,3.56524,NM,928.83000,0.00000,1601.76000,0.00822,0.00385,0.32406,0.21140,10.34515,0.04702,7.49890,514.75774,15.90729,-0.00045,NM,0.00684,24.34000,5.65708,91.06000,2172.84610,7.11889,3034.06337,NM,0.00014,4.33245,182.73732,6.61000,7.48000,11.18836,6.44178,185.46112,8.23009,223.47037,3.23462,0.00388,255.43423,3.36923,0.43004,4644.26929,0.00005,0.02561,2.93571,17.51586,0.00000,3.79533,0.02244,113.47654
GCRF,ETH0326,1,10.2034123661194,39.0447606553146,2275.23443,4,30/11/2017,30/11/2017,Teff,Standing crop,Close pair,-0.00249,18.89768,0.00215,0.28927,11.88808,0.00250,1408.17142,0.00083,0.04512,0.34003,0.00219,5.95006,51.67161,4888.62354,0.00518,1988.66884,60.70238,3.01893,0.41871,3726.13521,0.01997,6.11454,1988.48740,0.01319,6.07072,-0.00029,-0.00051,0.04531,28.88175,3441.79976,0.02595,80895.03014,2.61606,18.44241,0.00000,1.32300,1.32300,21.99401,5451.84167,0.67032,NM,0.00104,0.07143,NM,0.00000,49.65000,68.18000,0.02383,NM,0.01000,90.99000,33.84000,0.27848,NM,10538.63000,0.01000,102463.61000,60.18732,0.41000,62.70000,1846.24000,505.62010,9.86000,377.00000,5479.00000,16.99005,NM,1642.81000,1.59000,2166.98000,0.00066,0.00026,-0.11687,0.11830,11.58629,0.04944,7.48140,167.07375,63.06507,0.09780,NM,0.07339,20.09000,0.30620,15.90000,206.89382,0.06788,309.58826,NM,0.00016,12.11815,275.09154,5.51000,6.51000,2.86035,4.01034,65.26361,6.02919,79.69228,3.28377,0.00123,287.53273,0.91702,0.36854,1777.50104,0.00002,0.05549,1.04001,5.63050,0.00000,3.10743,0.03563,119.58159
GCRF,ETH0327,1,10.2319112479420,39.1266013348402,2550.68354,6,30/11/2017,30/11/2017,Wheat,Field stack,Main,-0.00005,5.52527,-0.00170,-0.56695,4.73423,-0.00300,422.45478,0.00712,0.02655,0.17475,0.00098,3.45526,36.90539,3811.21554,0.00092,1272.24121,33.75047,5.38889,0.44075,3517.67682,0.00284,2.56420,1239.41583,0.04990,2.11382,-0.00062,-0.00078,0.02321,24.90161,2856.75818,0.02286,67926.24941,6.25046,10.54077,0.00000,0.79990,0.79990,33.30057,8235.28823,0.51638,NM,0.00063,0.02787,NM,0.00000,62.15000,96.14000,0.02040,NM,0.01000,43.07000,45.93000,0.14517,NM,6911.13000,0.01000,72910.47000,67.64303,0.59000,77.63000,2871.46000,474.19981,11.46000,348.20000,7275.41000,6.26952,NM,2102.30000,0.02000,2481.44000,0.00043,0.00038,-0.10095,0.08100,29.30227,0.14649,23.78074,148.60750,89.85026,0.20260,NM,0.08353,22.00500,0.25055,5.36000,59.19034,0.03413,183.71596,NM,0.00056,18.70214,209.59273,6.09000,6.85000,4.80490,7.90576,4.87642,7.51863,29.71093,4.77786,0.00286,240.92466,2.41328,0.30789,927.56777,0.00004,0.01521,0.39085,9.99848,0.00000,3.58239,0.02041,82.54257
GCRF,ETH0328,1,10.0744405529976,38.9644427999035,2050.70457,4,01/12/2017,01/12/2017,Sorghum,Store,Main,0.00292,54.89531,0.00328,0.01880,0.54299,-0.01273,144.72451,0.00144,0.03750,0.56885,0.00119,1.90255,106.51790,3854.78767,0.01394,1649.87998,8.33707,5.57076,0.11148,3453.02285,0.01161,2.82572,938.55121,0.03982,0.77378,-0.00043,0.00055,0.28569,22.22599,2889.36185,0.03708,57215.60931,2.05282,4.90959,0.00000,2.13400,2.13400,22.32715,7256.81850,0.50628,NM,0.00011,0.04255,NM,0.00000,41.37000,53.33000,0.02294,NM,0.01000,26.65000,34.33000,0.16227,NM,11276.68000,0.01000,121560.41000,207.48752,1.38000,216.60000,3654.02000,530.89922,9.79000,387.45000,9065.92000,13.13572,NM,1358.59000,0.01000,1973.47000,0.00128,0.00072,0.23795,0.17440,17.19489,0.08363,12.10823,276.53573,32.69390,0.01141,NM,0.00977,23.50000,0.87039,32.26000,770.46151,0.39164,1202.52917,NM,0.00017,13.76011,184.20513,6.08000,7.01000,5.20953,4.28316,124.58948,5.95626,148.28908,5.31349,0.00287,356.99688,0.92034,0.36469,4232.20986,0.00003,0.02771,2.04803,18.13274,0.00000,3.86290,0.01938,106.68609
